Unnamed: 0,seconds of the day,day of the year,roomTempUpperSetpoint,thermalZone.TAir,weaBus.TDryBul,weaBus.HDirNor,totalHeatingPower.y,weaBus.HDifHor,u
0,0,1,21.5,293.15,278.25,0.0,9705.6655,0.0,1.0
1,900,1,21.5,294.4494869467771,278.30189732142856,0.0,1946.1126229650847,0.0,0.2005130532228918
2,1800,1,21.5,294.4417945259297,278.32589285714283,0.0,2020.772686594952,0.0,0.20820547407026876
3,2700,1,21.5,294.4246805763307,278.31194196428567,0.0,2186.874956787055,0.0,0.22531942366930482
4,3600,1,21.5,294.4033295688043,278.25,0.0,2394.10069392619,0.0,0.24667043119569598
5,4500,1,21.5,294.38075631661627,278.13571428571424,0.0,2613.1891289101623,0.0,0.2692436833837064
6,5400,1,21.5,294.35885090347324,277.99285714285713,0.0,2825.7957415157266,0.0,0.2911490965267376
7,6300,1,21.5,294.33859536358847,277.8535714285714,0.0,3022.3892361592334,0.0,0.3114046364115097
8,7200,1,21.5,294.3204567746069,277.75,0.0,3198.4363134563523,0.0,0.32954322539308123
9,8100,1,21.5,294.3043823211096,277.67499999999995,0.0,3354.449582197105,0.0,0.3456176788904486
10,9000,1,21.5,294.29007088584694,277.6,0.0,3493.351585680653,0.0,0.3599291141530329
11,9900,1,21.5,294.2773758287635,277.525,0.0,3616.56556323573,0.0,0.37262417123645264
12,10800,1,21.5,294.2661270257767,277.45,0.0,3725.74268230114,0.0,0.38387297422326583
13,11700,1,21.5,294.2561508402917,277.375,0.0,3822.5682015846583,0.0,0.3938491597082816
14,12600,1,21.5,294.2472827598057,277.29999999999995,0.0,3908.638824408539,0.0,0.40271724019424937
15,13500,1,21.5,294.23937321527944,277.225,0.0,3985.406217838018,0.0,0.4106267847205345
16,14400,1,21.5,294.2322897170275,277.15,0.0,4054.156282440949,0.0,0.4177102829724504
17,15300,1,21.5,294.2259806631033,277.08359375,0.0,4115.3898494508185,0.0,0.424019336896663
18,16200,1,21.5,294.2203895461732,277.03125,0.0,4169.655360146085,0.0,0.42961045382679686
19,17100,1,21.5,294.21540883084936,276.98828125,0.0,4217.996517029853,0.0,0.4345911691506217
20,18000,1,21.5,294.2109464131202,276.95,0.0,4261.307250830193,0.0,0.4390535868797656
21,18900,1,21.5,294.20700022916407,276.92265625,0.0,4299.607592310007,0.0,0.44299977083591097
22,19800,1,21.5,294.20352176225583,276.90625,0.0,4333.368428574147,0.0,0.4464782377441452
23,20700,1,21.5,294.20037078664325,276.88671875,0.0,4363.950743868548,0.0,0.44962921335672945
24,21600,1,23.0,294.1974182350183,276.85,0.0,9705.6655,0.0,1.0
25,22500,1,23.0,295.6069217717361,276.79999999999995,0.0,5270.935623861867,0.0,0.5430782282638802
26,23400,1,23.0,295.6104360361833,276.75,0.0,5236.827348659032,0.0,0.539563963816704
27,24300,1,23.0,295.6124685299988,276.7,0.0,5217.10064355464,0.0,0.53753147000117
28,25200,1,23.0,295.6135944384488,276.65,0.0,5206.172952756077,0.0,0.5364055615512484
29,26100,1,23.0,295.6141873280354,276.6,0.0,5200.418564749147,0.0,0.5358126719645497
30,27000,1,23.0,295.61440757243304,276.54999999999995,0.0,5198.280946297693,0.0,0.5355924275669395
31,27900,1,23.0,295.614351043468,276.5,0.0,5198.829597523498,0.0,0.5356489565319862
32,28800,1,23.0,295.61407876266367,276.45,0.0,5201.472263932342,0.0,0.5359212373363107
33,29700,1,23.0,295.6134838735811,276.3822265625,0.0,5207.246058377168,0.0,0.53651612641886
34,30600,1,23.0,295.6125271888529,276.2859375,0.0,5216.531320338397,0.0,0.5374728111470972
35,31500,1,23.0,295.61226053018,276.1716796875,0.0,5219.119420220231,1.8750000000000009,0.5377394698199965
36,32400,1,23.0,295.6132377975546,276.04999999999995,0.0,5209.634389978355,6.750000000000001,0.5367622024454022
37,33300,1,23.0,295.61374845573664,275.6908203125,0.0,5204.678112478389,13.500000000000002,0.5362515442633367
38,34200,1,23.0,295.6130330185173,275.0640625,0.0,5211.621906815703,21.0,0.5369669814826922
39,35100,1,23.0,295.6124510255684,274.4802734375,0.0,5217.270535700761,28.5,0.5375489744315587
40,36000,1,23.0,295.61333411571394,274.25,0.0,5208.699558141985,36.0,0.5366658842860375
41,36900,1,23.0,295.61680126866145,274.43125,0.0,5175.048531396137,43.5,0.5331987313385298
42,37800,1,23.0,295.6216584735822,274.7833333333333,0.0,5127.9061251702105,51.0,0.528341526417762
43,38700,1,23.0,295.6275608854584,275.16875,0.4414062499999999,5070.6192898570725,58.5,0.5224391145416121
44,39600,1,23.0,295.6339445297356,275.45,1.59375,5008.66177383151,66.0,0.5160554702644049
45,40500,1,23.0,295.64093750594583,275.64567307692306,3.19921875,4940.790285885307,73.5,0.5090624940541488
46,41400,1,23.0,295.6488736960924,275.8301282051282,5.0,4863.76427897848,81.0,0.5011263039075972
47,42300,1,23.0,295.6658698252546,275.9495192307692,20.739925986842103,4698.80553453501,88.259375,0.4841301747453599
48,43200,1,23.0,295.6885491534666,275.95,53.07730263157894,4478.687561144558,95.025,0.4614508465333529
49,44100,1,23.0,295.715664033292,275.783746898263,85.12602796052629,4215.519607486757,101.278125,0.43433596670797664
50,45000,1,23.0,295.7276707790346,275.5002481389578,100.0,4098.986149565433,107.0,0.4223292209653664
51,45900,1,23.0,295.7200239897086,275.19162531017366,85.47558526999316,4173.203328912865,101.346875,0.42997601029139787
52,46800,1,23.0,295.68915182188124,274.95,52.276999316473,4472.838263104889,81.64166666666667,0.4608481781187379
53,47700,1,23.0,295.6619507807128,274.7502016129032,17.939913704716346,4736.842469937488,60.115625,0.48804921928717704
54,48600,1,23.0,295.64270660626096,274.56129032258065,0.0,4923.619989990712,49.0,0.507293393739019
55,49500,1,23.0,295.63994720613226,274.46673387096774,0.0,4950.401804620489,51.63778409090909,0.5100527938677146
56,50400,1,23.0,295.6419158489132,274.54999999999995,0.0,4931.2948163004085,59.36742424242424,0.5080841510868481
57,51300,1,23.0,295.64575924489026,274.78920454545454,0.0,4893.992100562356,66.41335227272728,0.5042407551097199
58,52200,1,23.0,295.64712411925234,275.0878787878788,0.0,4880.745086554462,67.0,0.5028758807476379
59,53100,1,23.0,295.64952004902483,275.4176136363636,8.56831395348837,4857.490993621183,62.13814420614597,0.5004799509751479
60,54000,1,23.0,295.6601987403286,275.75,20.61627906976744,4753.847187848928,56.60323303457106,0.48980125967136706
61,54900,1,23.0,295.66587355981824,276.1082792207792,31.35610465116278,4698.7692881097255,50.26670534571063,0.48412644018173984
62,55800,1,23.0,295.6693751266911,276.49783549783547,36.0,4664.784251316039,43.0,0.48062487330889775
63,56700,1,23.0,295.66599955641226,276.863474025974,30.375,4697.546407314007,33.830707931801335,0.4840004435877177
64,57600,1,23.0,295.6533636391796,277.15,18.0,4820.186393260003,23.3232023721275,0.4966363608203892
65,58500,1,23.0,295.6402697740419,277.2267857142857,5.6249999999999964,4947.271068388679,13.65409562638992,0.5097302259580943
66,59400,1,23.0,295.631660600088,277.1011904761905,0.0,5030.828831016684,7.0,0.5183393999120085
67,60300,1,23.0,295.6286874489995,276.92499999999995,0.0,5059.685240962598,3.4194078947368425,0.5213125510005057
68,61200,1,23.0,295.6267467631361,276.85,0.0,5078.52088879295,1.2894736842105274,0.5232532368638658
69,62100,1,23.0,295.6258261555757,276.89068322981365,0.0,5087.455997831265,0.2648026315789487,0.5241738444242969
70,63000,1,23.0,295.6252373698113,276.9489648033126,0.0,5093.170555511347,0.0,0.5247626301886612
71,63900,1,23.0,295.6247593713463,277.0077639751553,0.0,5097.809848722578,0.0,0.5252406286537052
72,64800,1,23.0,295.6242505811441,277.04999999999995,0.0,5102.747996234434,0.0,0.5257494188558667
73,65700,1,23.0,295.6235764100867,277.05394820971867,0.0,5109.291275007593,0.0,0.5264235899132927
74,66600,1,23.0,295.62270334714947,277.0156010230179,0.0,5117.764931836666,0.0,0.5272966528505094
75,67500,1,23.0,295.62165664624985,276.94445332480814,0.0,5127.923860646942,0.0,0.528343353750131
76,68400,1,23.0,295.6204172884813,276.85,0.0,5139.952652582804,0.0,0.5295827115186285
77,69300,1,23.0,295.6167066459521,276.43272058823527,0.0,5175.966907761289,0.0,0.533293354047828
78,70200,1,23.0,295.610175916463,275.67352941176466,0.0,5239.35198365403,0.0,0.5398240835369847
79,71100,1,23.0,295.60359314619456,275.00257352941173,0.0,5303.242149942828,0.0,0.5464068538054221
80,72000,1,23.0,295.5998488531197,274.85,0.0,5339.583006061521,0.0,0.550151146880296
81,72900,1,23.0,295.5982611541422,275.1,0.0,5354.992681251437,0.0,0.5517388458577557
82,73800,1,23.0,295.5965883571955,275.35,0.0,5371.228288865596,0.0,0.5534116428044626
83,74700,1,23.0,295.59529226993044,275.6,0.0,5383.807678319225,0.0,0.5547077300695378
84,75600,1,23.0,295.5946872597728,275.85,0.0,5389.679704533401,0.0,0.5553127402271798
85,76500,1,23.0,295.59493426227016,276.1127358490566,0.0,5387.282380916356,0.0,0.5550657377298194
86,77400,1,23.0,295.59592334089353,276.3839622641509,0.0,5377.682714644659,0.0,0.5540766591064425
87,78300,1,23.0,295.5974155544771,276.63820754716977,0.0,5363.199788748066,0.0,0.5525844455228821
88,79200,1,21.5,295.59921725077106,276.85,0.0,0.0,0.0,0.0
89,80100,1,21.5,294.1885078934219,276.9633549528302,0.0,4479.088017337172,0.0,0.4614921065780777
90,81000,1,21.5,294.1836865449349,276.97853773584905,0.0,4525.882413010777,0.0,0.4663134550650625
91,81900,1,21.5,294.1803998271133,276.9544516509434,0.0,4557.782196780068,0.0,0.4696001728866577
92,82800,1,21.5,294.17826235127643,276.95,0.0,4578.527822267249,0.0,0.471737648723547
93,83700,1,21.5,294.17696767144,276.9821275684931,0.0,4591.093551688995,0.0,0.4730323285599525
94,84600,1,21.5,294.17606643555115,277.019006849315,0.0,4599.840645763014,0.0,0.47393356444882784
95,85500,1,21.5,294.1753450251944,277.0463827054794,0.0,4606.842413374244,0.0,0.4746549748056168
96,0,2,21.5,294.1746166871781,277.04999999999995,0.0,4613.91141853085,0.0,0.47538331282186164
97,900,2,21.5,294.17377105558097,277.02080479452053,0.0,4622.118835948963,0.0,0.476228944419006
